age,sleep_hours,tasks_planned,tasks_completed,focus_hours,stress_level,motivation_level,task_interest,self_control,routine_consistency,peak_productivity_time,screen_time_minutes,procrastination_score
22,8.3,6,1,1.6,5,1,1.0,1.0,No,Evening,547,4
36,6.1,6,0,0.1,3,2,1.0,1.0,No,Evening,587,4
23,8.9,4,0,0.6,5,1,1.0,1.0,No,Evening,467,4
20,7.3,3,0,1.7,5,4,2.0,1.0,No,Evening,568,4
32,8.0,4,0,0.4,4,1,1.0,1.0,No,Evening,437,4
20,7.1,3,0,0.2,4,1,1.0,1.0,No,Evening,419,4
19,8.2,5,0,1.9,2,2,1.0,1.0,No,Evening,521,4
37,5.6,7,0,1.3,1,1,1.0,1.0,No,Evening,454,4
34,8.9,6,1,1.0,3,1,1.0,1.0,No,Evening,598,4
36,8.0,3,0,2.0,5,4,2.0,1.0,No,Evening,486,4
17,6.0,7,2,1.2,3,4,2.0,1.0,No,Evening,461,4
26,8.0,5,0,1.0,2,4,2.0,1.0,No,Evening,451,4
37,7.4,7,0,0.8,2,1,1.0,1.0,No,Evening,421,4
28,6.0,4,0,0.6,5,1,1.0,1.0,No,Evening,547,4
30,8.2,7,1,0.0,5,5,2.0,1.0,No,Evening,570,4
27,7.0,6,0,1.7,5,5,2.0,1.0,No,Evening,460,4
37,7.1,5,1,0.0,3,4,2.0,1.0,No,Evening,441,4
36,6.2,4,1,0.4,3,4,2.0,1.0,No,Evening,482,4
37,7.8,4,0,1.9,4,3,1.0,1.0,No,Evening,543,4
26,8.7,6,1,0.6,4,3,2.0,1.0,No,Evening,589,4
22,8.5,6,1,0.8,4,2,1.0,1.0,No,Evening,399,4
20,6.4,7,0,0.2,1,4,2.0,1.0,No,Evening,465,4
32,6.7,6,1,1.4,1,5,2.0,1.0,No,Evening,393,4
39,6.0,7,0,0.4,2,3,1.0,1.0,No,Evening,514,4
35,5.5,4,0,0.5,1,4,2.0,1.0,No,Evening,546,4
24,7.1,5,0,1.6,3,4,2.0,1.0,No,Evening,547,4
29,5.4,3,0,1.3,1,1,1.0,1.0,No,Evening,505,4
27,6.2,4,0,0.5,2,1,1.0,1.0,No,Evening,472,4
21,8.0,3,0,0.1,4,5,2.0,1.0,No,Evening,436,4
32,8.6,6,1,2.0,1,5,2.0,1.0,No,Evening,451,4
34,6.7,3,0,1.8,4,1,1.0,1.0,No,Evening,517,4
34,6.8,3,0,0.9,1,2,1.0,1.0,No,Evening,523,4
31,6.0,7,1,1.7,5,1,1.0,1.0,No,Evening,464,4
27,8.6,7,0,1.6,4,3,1.0,1.0,No,Evening,446,4
27,6.2,4,0,0.5,3,3,1.0,1.0,No,Evening,489,4
35,8.4,3,0,1.3,5,1,1.0,1.0,No,Evening,371,4
21,8.9,4,0,1.4,2,5,2.0,1.0,No,Evening,582,4
38,5.1,3,0,1.0,1,1,1.0,1.0,No,Evening,521,4
19,7.3,4,0,1.3,4,5,2.0,1.0,No,Evening,416,4
21,5.3,5,0,0.2,5,4,2.0,1.0,No,Evening,512,4
26,5.6,3,0,0.9,5,3,1.0,1.0,No,Evening,415,4
16,6.9,6,1,0.3,2,5,2.0,1.0,No,Evening,487,4
39,5.9,4,0,0.7,3,5,2.0,1.0,No,Evening,434,4
38,6.6,5,0,1.8,5,5,2.0,1.0,No,Evening,503,4
30,6.1,6,1,2.0,4,4,2.0,1.0,No,Evening,368,4
26,8.5,6,0,1.7,4,2,1.0,1.0,No,Evening,435,4
40,7.6,4,0,0.1,5,1,1.0,1.0,No,Evening,497,4
34,8.2,7,2,0.1,5,3,2.0,1.0,No,Evening,425,4
33,6.8,7,0,0.4,5,3,1.0,1.0,No,Evening,370,4
32,6.4,3,0,0.1,5,1,1.0,1.0,No,Evening,598,4
34,7.8,4,0,0.5,3,1,1.0,1.0,No,Evening,367,4
36,5.6,5,0,0.1,5,3,1.0,1.0,No,Evening,501,4
29,5.6,6,1,0.1,2,1,1.0,1.0,No,Evening,599,4
33,7.4,4,0,1.6,1,4,2.0,1.0,No,Evening,562,4
34,8.3,3,0,2.0,2,4,2.0,1.0,No,Evening,543,4
30,5.8,3,0,0.2,5,2,1.0,1.0,No,Evening,410,4
30,5.9,6,0,0.9,3,5,2.0,1.0,No,Evening,478,4
19,8.6,4,1,1.4,5,3,2.0,1.0,No,Evening,535,4
22,6.5,4,0,1.9,5,3,1.0,1.0,No,Evening,413,4
28,7.1,3,0,1.2,5,2,1.0,1.0,No,Evening,515,4
18,6.7,3,0,1.9,2,5,2.0,1.0,No,Evening,406,4
31,6.6,3,0,1.2,3,5,2.0,1.0,No,Evening,390,4
24,8.2,3,0,1.1,3,1,1.0,1.0,No,Evening,552,4
23,7.6,5,0,0.4,1,3,1.0,1.0,No,Evening,379,4
35,7.6,4,0,0.8,5,5,2.0,1.0,No,Evening,457,4
28,6.9,4,0,1.0,2,4,2.0,1.0,No,Evening,375,4
32,6.6,4,1,1.1,5,2,1.0,1.0,No,Evening,501,4
32,6.0,5,1,0.4,3,2,1.0,1.0,No,Evening,543,4
32,6.6,7,1,0.8,4,4,2.0,1.0,No,Evening,542,4
16,8.5,5,0,1.5,4,1,1.0,1.0,No,Evening,480,4
23,8.3,3,0,1.9,4,2,1.0,1.0,No,Evening,460,4
34,5.3,5,0,0.0,1,2,1.0,1.0,No,Evening,514,4
21,5.5,4,0,0.3,2,5,2.0,1.0,No,Evening,595,4
18,7.7,3,0,2.0,3,3,1.0,1.0,No,Evening,552,4
20,8.1,6,1,0.4,1,5,2.0,1.0,No,Evening,430,4
28,7.1,3,0,0.3,3,2,1.0,1.0,No,Evening,437,4
30,7.9,7,1,1.6,1,1,1.0,1.0,No,Evening,525,4
29,5.2,6,1,0.1,4,2,1.0,1.0,No,Evening,402,4
38,6.3,4,1,0.5,1,4,2.0,1.0,No,Evening,435,4
31,6.3,4,0,1.6,3,2,1.0,1.0,No,Evening,453,4
33,5.8,3,0,1.9,3,3,1.0,1.0,No,Evening,588,4
37,5.4,4,0,1.6,5,3,1.0,1.0,No,Evening,415,4
37,7.0,4,0,2.0,4,4,2.0,1.0,No,Evening,533,4
26,9.0,6,0,1.3,1,2,1.0,1.0,No,Evening,470,4
18,7.9,6,0,0.9,4,3,1.0,1.0,No,Evening,456,4
37,7.9,4,1,1.8,3,5,3.0,1.0,No,Evening,456,4
25,5.7,4,0,0.6,3,5,2.0,1.0,No,Evening,502,4
25,5.9,4,0,0.0,3,4,2.0,1.0,No,Evening,544,4
36,5.9,4,1,0.7,5,2,1.0,1.0,No,Evening,417,4
31,6.0,4,0,0.2,1,1,1.0,1.0,No,Evening,377,4
27,6.7,3,0,1.8,1,3,1.0,1.0,No,Evening,462,4
17,6.4,3,0,2.0,3,1,1.0,1.0,No,Evening,476,4
24,7.2,3,0,1.1,4,2,1.0,1.0,No,Evening,436,4
39,5.2,3,0,1.0,3,1,1.0,1.0,No,Evening,370,4
18,6.7,4,1,1.9,2,5,3.0,1.0,No,Evening,599,4
39,6.7,5,0,1.1,1,1,1.0,1.0,No,Evening,439,4
40,5.6,6,1,0.8,3,2,1.0,1.0,No,Evening,505,4
30,6.4,7,1,0.1,5,1,1.0,1.0,No,Evening,420,4
18,8.8,7,0,1.9,5,1,1.0,1.0,No,Evening,470,4
34,7.7,7,1,1.0,3,5,2.0,1.0,No,Evening,412,4
33,6.8,3,0,0.7,5,3,1.0,1.0,No,Evening,363,4
23,8.5,4,1,1.3,4,5,3.0,1.0,No,Evening,563,4
32,5.8,6,1,1.8,2,5,2.0,1.0,No,Evening,527,4
23,8.2,5,0,1.2,2,1,1.0,1.0,No,Evening,597,4
22,6.9,7,1,0.8,3,1,1.0,1.0,No,Evening,442,4
22,5.1,4,0,1.1,5,4,2.0,1.0,No,Evening,578,4
18,7.2,3,0,1.0,1,3,1.0,1.0,No,Evening,439,4
16,6.2,4,0,1.7,2,1,1.0,1.0,No,Evening,500,4
19,6.7,3,0,1.6,1,4,2.0,1.0,No,Evening,453,4
40,7.0,3,0,0.8,1,5,2.0,1.0,No,Evening,529,4
20,6.5,4,0,0.3,1,2,1.0,1.0,No,Evening,579,4
16,7.8,3,0,1.1,1,5,2.0,1.0,No,Evening,441,4
30,5.2,3,0,0.1,3,4,2.0,1.0,No,Evening,509,4
20,5.8,6,0,1.0,5,5,2.0,1.0,No,Evening,502,4
28,5.6,5,0,1.7,4,5,2.0,1.0,No,Evening,550,4
23,6.7,7,0,0.3,1,5,2.0,1.0,No,Evening,533,4
23,8.1,6,0,0.2,5,3,1.0,1.0,No,Evening,480,4
20,5.4,6,1,0.4,5,1,1.0,1.0,No,Evening,599,4
24,7.4,3,0,0.2,3,5,2.0,1.0,No,Evening,522,4
16,8.5,4,0,1.5,2,3,1.0,1.0,No,Evening,389,4
19,6.9,4,0,0.6,5,1,1.0,1.0,No,Evening,386,4
18,7.6,3,0,1.3,4,1,1.0,1.0,No,Evening,455,4
17,7.2,7,0,0.5,3,4,2.0,1.0,No,Evening,518,4
23,6.0,7,0,1.4,2,4,2.0,1.0,No,Evening,407,4
38,8.4,7,0,2.0,3,1,1.0,1.0,No,Evening,378,4
24,5.8,7,1,0.5,1,2,1.0,1.0,No,Evening,572,4
17,8.9,7,1,1.9,5,5,2.0,1.0,No,Evening,496,4
29,6.4,4,1,0.5,5,5,3.0,1.0,No,Evening,363,4
29,8.4,4,0,1.2,4,1,1.0,1.0,No,Evening,432,4
19,7.9,4,0,1.6,1,3,1.0,1.0,No,Evening,451,4
21,8.0,7,1,1.4,3,4,2.0,1.0,No,Evening,580,4
26,6.5,6,1,0.7,3,4,2.0,1.0,No,Evening,598,4
18,5.7,6,0,1.4,5,5,2.0,1.0,No,Evening,595,4
23,9.0,3,0,1.8,2,4,2.0,1.0,No,Evening,429,4
18,5.4,3,0,0.9,1,1,1.0,1.0,No,Evening,547,4
29,7.4,3,0,0.1,4,5,2.0,1.0,No,Evening,572,4
28,6.0,7,1,1.1,3,4,2.0,1.0,No,Evening,398,4
28,7.5,7,0,1.1,4,4,2.0,1.0,No,Evening,428,4
17,5.8,7,0,1.4,1,1,1.0,1.0,No,Evening,476,4
28,6.7,3,0,0.7,1,2,1.0,1.0,No,Evening,527,4
34,6.9,4,0,1.7,4,2,1.0,1.0,No,Evening,444,4
21,8.3,5,1,0.8,3,1,1.0,1.0,No,Evening,429,4
31,6.8,5,1,0.8,2,4,2.0,1.0,No,Evening,471,4
17,6.7,4,1,1.4,1,1,1.0,1.0,No,Evening,414,4
23,7.8,6,0,0.6,2,1,1.0,1.0,No,Evening,468,4
32,5.4,5,0,1.7,3,1,1.0,1.0,No,Evening,410,4
38,6.1,3,0,1.5,5,3,1.0,1.0,No,Evening,434,4
17,8.3,4,0,1.4,3,3,1.0,1.0,No,Evening,512,4
25,6.2,7,1,1.4,3,2,1.0,1.0,No,Evening,428,4
31,8.3,6,0,0.8,5,2,1.0,1.0,No,Evening,504,4
21,5.4,4,0,1.8,2,5,2.0,1.0,No,Evening,370,4
17,5.7,4,0,1.4,3,2,1.0,1.0,No,Evening,450,4
17,8.8,6,0,1.1,5,4,2.0,1.0,No,Evening,507,4
28,6.1,3,0,0.3,5,3,1.0,1.0,No,Evening,469,4
39,6.5,4,0,1.1,4,5,2.0,1.0,No,Evening,381,4
30,7.3,6,0,1.9,4,5,2.0,1.0,No,Evening,513,4
17,5.5,4,0,1.2,2,5,2.0,1.0,No,Evening,573,4
22,7.0,3,0,0.6,4,5,2.0,1.0,No,Evening,418,4
18,6.4,3,0,1.7,3,2,1.0,1.0,No,Evening,366,4
23,5.9,5,0,1.6,2,5,2.0,1.0,No,Evening,370,4
38,5.5,4,0,1.4,4,2,1.0,1.0,No,Evening,564,4
29,8.0,4,0,0.2,1,3,1.0,1.0,No,Evening,385,4
39,8.7,3,0,1.9,1,4,2.0,1.0,No,Evening,483,4
38,7.9,3,0,1.8,3,2,1.0,1.0,No,Evening,487,4
37,6.6,6,0,0.5,5,3,1.0,1.0,No,Evening,514,4
22,7.5,7,1,1.3,5,2,1.0,1.0,No,Evening,503,4
36,8.8,7,0,1.4,4,3,1.0,1.0,No,Evening,387,4
22,6.8,7,0,0.1,2,4,2.0,1.0,No,Evening,440,4
16,7.3,5,0,1.1,3,2,1.0,1.0,No,Evening,513,4
32,8.4,7,0,0.4,5,1,1.0,1.0,No,Evening,496,4
24,7.1,7,1,0.6,2,4,2.0,1.0,No,Evening,470,4
36,7.9,7,2,1.2,2,1,1.0,1.0,No,Evening,582,4
28,7.2,4,1,1.5,4,4,2.0,1.0,No,Evening,401,4
36,5.2,4,0,1.9,5,1,1.0,1.0,No,Evening,591,4
34,6.0,4,0,0.4,1,3,1.0,1.0,No,Evening,434,4
36,5.8,6,0,0.1,2,4,2.0,1.0,No,Evening,531,4
34,5.3,6,1,1.9,5,4,2.0,1.0,No,Evening,391,4
40,8.9,5,1,2.0,4,5,2.0,1.0,No,Evening,501,4
40,7.9,5,0,1.3,5,5,2.0,1.0,No,Evening,519,4
37,5.3,6,0,0.4,3,5,2.0,1.0,No,Evening,430,4
32,6.8,3,0,0.1,5,3,1.0,1.0,No,Evening,470,4
38,6.1,6,0,1.9,2,2,1.0,1.0,No,Evening,561,4
38,5.1,6,1,1.3,4,4,2.0,1.0,No,Evening,454,4
25,7.6,3,0,0.4,3,4,2.0,1.0,No,Evening,574,4
25,8.9,7,0,1.7,4,1,1.0,1.0,No,Evening,450,4
19,5.2,6,0,0.1,1,1,1.0,1.0,No,Evening,576,4
23,5.8,6,0,1.9,2,1,1.0,1.0,No,Evening,580,4
37,7.1,4,1,0.3,5,5,3.0,1.0,No,Evening,361,4
35,8.4,7,0,0.8,2,5,2.0,1.0,No,Evening,562,4
35,7.1,4,0,2.0,4,3,1.0,1.0,No,Evening,502,4
33,5.1,4,0,0.8,1,4,2.0,1.0,No,Evening,438,4
29,6.8,7,2,0.1,4,2,2.0,1.0,No,Evening,504,4
33,6.0,7,2,1.2,3,5,3.0,1.0,No,Evening,408,4
29,8.9,3,0,1.2,1,2,1.0,1.0,No,Evening,364,4
35,5.1,5,1,0.7,1,5,2.0,1.0,No,Evening,529,4
36,8.2,7,0,0.2,3,3,1.0,1.0,No,Evening,427,4
39,6.3,5,1,1.8,4,1,1.0,1.0,No,Evening,577,4
30,7.4,5,0,0.9,1,5,2.0,1.0,No,Evening,552,4
37,8.8,6,1,0.2,2,3,2.0,1.0,No,Evening,514,4
19,6.7,3,0,0.8,3,2,1.0,1.0,No,Evening,490,4
28,7.3,5,0,0.6,4,2,1.0,1.0,No,Evening,502,4
38,6.3,7,1,1.7,1,1,1.0,1.0,No,Evening,425,4
23,8.2,4,0,1.2,1,5,2.0,1.0,No,Evening,368,4
33,8.5,3,0,0.4,1,5,2.0,1.0,No,Evening,600,4
27,5.2,4,0,0.3,3,3,1.0,1.0,No,Evening,495,4
38,5.7,3,0,0.4,5,1,1.0,1.0,No,Evening,382,4
29,7.9,6,1,1.6,2,1,1.0,1.0,No,Evening,426,4
17,8.9,4,0,0.3,4,1,1.0,1.0,No,Evening,428,4
33,9.0,7,0,1.6,5,3,1.0,1.0,No,Evening,395,4
39,6.0,3,0,1.5,2,4,2.0,1.0,No,Evening,507,4
17,5.6,4,0,1.5,2,3,1.0,1.0,No,Evening,501,4
26,7.0,3,0,0.6,4,1,1.0,1.0,No,Evening,369,4
24,8.4,6,0,1.6,1,4,2.0,1.0,No,Evening,370,4
27,6.6,6,1,0.7,5,1,1.0,1.0,No,Evening,461,4
32,6.2,6,1,1.5,1,5,2.0,1.0,No,Evening,393,4
30,7.0,4,0,1.5,1,2,1.0,1.0,No,Evening,401,4
40,7.5,6,1,1.5,5,3,2.0,1.0,No,Evening,387,4
32,7.5,7,0,0.6,4,5,2.0,1.0,No,Evening,544,4
33,7.7,4,1,0.6,3,3,2.0,1.0,No,Evening,483,4
37,5.6,7,1,2.0,4,3,2.0,1.0,No,Evening,514,4
21,6.5,6,0,0.3,3,2,1.0,1.0,No,Evening,470,4
32,8.8,6,0,1.6,4,4,2.0,1.0,No,Evening,523,4
38,8.8,3,0,1.5,3,1,1.0,1.0,No,Evening,408,4
39,6.9,7,0,0.7,5,1,1.0,1.0,No,Evening,573,4
33,8.2,4,0,0.4,5,4,2.0,1.0,No,Evening,519,4
23,8.2,6,0,0.7,4,3,1.0,1.0,No,Evening,502,4
24,8.6,4,0,0.2,2,3,1.0,1.0,No,Evening,437,4
21,8.0,7,0,0.6,1,2,1.0,1.0,No,Evening,595,4
20,5.1,5,0,0.2,1,2,1.0,1.0,No,Evening,409,4
27,8.3,5,0,1.2,3,4,2.0,1.0,No,Evening,593,4
40,7.9,6,1,1.9,5,3,2.0,1.0,No,Evening,550,4
26,8.2,3,0,0.2,2,3,1.0,1.0,No,Evening,482,4
40,8.9,6,1,0.4,2,1,1.0,1.0,No,Evening,433,4
16,8.5,7,0,0.5,5,1,1.0,1.0,No,Evening,501,4
26,8.9,5,0,0.9,1,2,1.0,1.0,No,Evening,401,4
34,8.3,6,0,0.1,1,1,1.0,1.0,No,Evening,478,4
24,8.5,4,0,0.6,4,1,1.0,1.0,No,Evening,373,4
17,7.3,6,1,0.1,2,4,2.0,1.0,No,Evening,508,4
27,5.2,3,0,0.3,1,2,1.0,1.0,No,Evening,422,4
19,6.2,4,0,1.9,4,4,2.0,1.0,No,Evening,406,4
19,7.6,3,0,0.5,2,4,2.0,1.0,No,Evening,446,4
33,8.0,3,0,1.5,4,2,1.0,1.0,No,Evening,449,4
30,8.9,4,0,2.0,4,3,1.0,1.0,No,Evening,494,4
34,6.7,4,0,0.3,3,1,1.0,1.0,No,Evening,588,4
28,5.6,5,1,0.0,5,1,1.0,1.0,No,Evening,500,4
34,5.3,6,1,1.9,2,4,2.0,1.0,No,Evening,550,4
32,9.0,7,1,0.8,2,3,2.0,1.0,No,Evening,443,4
21,5.4,6,0,0.9,5,2,1.0,1.0,No,Evening,495,4
31,8.6,7,0,0.9,5,2,1.0,1.0,No,Evening,361,4
39,7.9,4,0,1.4,5,1,1.0,1.0,No,Evening,460,4
27,7.2,6,1,1.0,2,2,1.0,1.0,No,Evening,477,4
34,8.1,4,0,2.0,2,3,1.0,1.0,No,Evening,530,4
20,6.0,4,0,1.4,4,1,1.0,1.0,No,Evening,542,4
32,8.2,4,0,0.5,1,4,2.0,1.0,No,Evening,494,4
38,8.1,4,0,0.5,5,4,2.0,1.0,No,Evening,528,4
16,8.6,4,0,0.4,4,2,1.0,1.0,No,Evening,517,4
40,8.3,5,0,0.0,1,2,1.0,1.0,No,Evening,525,4
39,7.1,5,0,1.2,5,3,1.0,1.0,No,Evening,438,4
38,6.9,6,1,0.6,1,5,2.0,1.0,No,Evening,452,4
25,8.0,4,0,2.0,3,5,2.0,1.0,No,Evening,514,4
30,7.3,6,0,0.0,5,2,1.0,1.0,No,Evening,556,4
38,8.1,7,0,1.4,2,3,1.0,1.0,No,Evening,579,4
36,5.3,7,0,0.3,5,3,1.0,1.0,No,Evening,372,4
36,7.7,3,0,1.5,5,1,1.0,1.0,No,Evening,572,4
26,8.5,3,0,1.4,3,4,2.0,1.0,No,Evening,430,4
28,6.5,7,0,0.6,2,3,1.0,1.0,No,Evening,556,4
20,6.1,7,1,1.2,4,1,1.0,1.0,No,Evening,430,4
16,6.4,3,0,1.1,3,1,1.0,1.0,No,Evening,571,4
39,6.0,7,0,0.6,2,2,1.0,1.0,No,Evening,384,4
27,7.8,4,1,1.8,2,2,1.0,1.0,No,Evening,534,4
26,6.6,3,0,1.9,1,4,2.0,1.0,No,Evening,550,4
32,5.7,6,1,0.4,4,5,2.0,1.0,No,Evening,473,4
19,6.0,7,1,0.8,1,2,1.0,1.0,No,Evening,589,4
30,7.9,4,0,1.8,1,4,2.0,1.0,No,Evening,512,4
40,6.4,7,1,0.1,3,1,1.0,1.0,No,Evening,585,4
24,6.5,5,1,1.5,5,2,1.0,1.0,No,Evening,385,4
36,6.9,5,0,0.4,4,2,1.0,1.0,No,Evening,549,4
35,8.2,3,0,0.7,1,1,1.0,1.0,No,Evening,415,4
34,7.7,5,0,0.2,4,2,1.0,1.0,No,Evening,490,4
34,5.2,3,0,0.5,4,4,2.0,1.0,No,Evening,488,4
27,8.2,4,1,0.6,4,3,2.0,1.0,No,Evening,435,4
20,5.8,3,0,0.5,1,1,1.0,1.0,No,Evening,482,4
25,8.0,7,0,0.9,1,4,2.0,1.0,No,Evening,466,4
32,7.1,7,0,1.3,1,3,1.0,1.0,No,Evening,464,4
20,7.8,3,0,0.6,3,4,2.0,1.0,No,Evening,575,4
37,5.4,6,0,0.2,5,2,1.0,1.0,No,Evening,516,4
31,7.2,4,0,1.2,4,3,1.0,1.0,No,Evening,448,4
22,6.6,3,0,1.8,3,4,2.0,1.0,No,Evening,593,4
24,9.0,7,1,1.6,2,5,2.0,1.0,No,Evening,455,4
18,5.8,6,0,0.9,5,4,2.0,1.0,No,Evening,540,4
30,6.4,7,1,1.4,2,2,1.0,1.0,No,Evening,596,4
31,6.2,6,1,0.6,5,2,1.0,1.0,No,Evening,444,4
33,6.9,5,0,1.6,3,4,2.0,1.0,No,Evening,423,4
29,6.3,3,0,0.6,4,2,1.0,1.0,No,Evening,517,4
18,5.0,6,1,0.1,1,5,2.0,1.0,No,Evening,443,4
27,5.2,6,0,1.5,2,2,1.0,1.0,No,Evening,400,4
24,8.1,6,1,0.4,4,3,2.0,1.0,No,Evening,538,4
22,7.1,4,0,1.6,1,3,1.0,1.0,No,Evening,498,4
24,7.0,6,1,1.9,5,1,1.0,1.0,No,Evening,459,4
28,5.8,3,0,0.2,5,2,1.0,1.0,No,Evening,402,4
33,5.6,7,0,1.6,1,1,1.0,1.0,No,Evening,533,4
20,6.9,3,0,2.0,3,1,1.0,1.0,No,Evening,496,4
28,7.9,3,0,1.3,2,3,1.0,1.0,No,Evening,581,4
19,6.8,4,1,1.8,1,5,3.0,1.0,No,Evening,459,4
17,5.7,6,1,1.2,5,3,2.0,1.0,No,Evening,537,4
31,6.3,5,1,1.1,4,3,2.0,1.0,No,Evening,447,4
24,7.1,5,1,0.6,1,5,2.0,1.0,No,Evening,503,4
24,6.2,3,0,1.6,5,5,2.0,1.0,No,Evening,420,4
21,6.7,7,0,1.6,5,1,1.0,1.0,No,Evening,553,4
26,8.8,4,1,0.9,4,2,1.0,1.0,No,Evening,542,4
37,7.4,3,0,1.9,4,1,1.0,1.0,No,Evening,496,4
39,8.2,4,0,1.7,1,5,2.0,1.0,No,Evening,369,4
37,8.3,5,0,2.0,2,1,1.0,1.0,No,Evening,593,4
16,6.2,5,0,1.2,1,2,1.0,1.0,No,Evening,368,4
19,6.2,4,0,0.3,2,4,2.0,1.0,No,Evening,495,4
28,7.7,6,0,0.4,2,5,2.0,1.0,No,Evening,551,4
38,8.0,6,0,0.6,5,3,1.0,1.0,No,Evening,483,4
28,5.3,6,1,0.4,4,5,2.0,1.0,No,Evening,574,4
28,5.5,4,0,1.9,3,2,1.0,1.0,No,Evening,405,4
17,8.7,7,2,0.6,3,3,2.0,1.0,No,Evening,378,4
24,5.3,5,1,1.6,1,2,1.0,1.0,No,Evening,491,4
39,5.7,7,1,1.5,5,4,2.0,1.0,No,Evening,563,4
23,6.2,7,1,0.5,2,1,1.0,1.0,No,Evening,550,4
22,5.6,7,0,0.7,5,5,2.0,1.0,No,Evening,505,4
19,8.7,4,1,0.1,4,4,2.0,1.0,No,Evening,386,4
33,6.5,4,0,0.5,1,5,2.0,1.0,No,Evening,376,4
18,6.3,7,1,1.9,1,4,2.0,1.0,No,Evening,594,4
21,6.5,6,0,1.0,1,2,1.0,1.0,No,Evening,478,4
27,6.4,7,1,1.3,1,1,1.0,1.0,No,Evening,585,4
27,9.0,5,0,1.0,4,5,2.0,1.0,No,Evening,526,4
36,7.8,6,0,0.5,5,3,1.0,1.0,No,Evening,371,4
23,8.8,4,0,1.9,2,5,2.0,1.0,No,Evening,545,4
37,8.3,6,0,1.6,5,4,2.0,1.0,No,Evening,457,4
37,5.5,6,0,1.2,3,4,2.0,1.0,No,Evening,500,4
16,6.7,6,1,1.2,1,5,2.0,1.0,No,Evening,449,4
19,7.8,5,0,0.5,4,3,1.0,1.0,No,Evening,574,4
36,8.1,6,0,1.9,2,5,2.0,1.0,No,Evening,547,5
26,6.8,3,0,0.3,3,4,2.0,1.0,No,Evening,591,5
18,7.2,6,0,1.1,1,2,1.0,1.0,No,Evening,439,5
28,5.3,5,0,0.1,5,5,2.0,1.0,No,Evening,528,5
40,7.4,3,0,1.1,5,2,1.0,1.0,No,Evening,366,5
32,7.1,3,0,0.7,5,2,1.0,1.0,No,Evening,538,5
37,5.3,4,0,0.5,5,5,2.0,1.0,No,Evening,381,5
37,8.0,6,0,1.1,5,4,2.0,1.0,No,Evening,514,5
25,8.6,7,2,1.1,2,2,2.0,1.0,No,Evening,462,5
36,5.9,5,0,0.6,3,2,1.0,1.0,No,Evening,458,5
27,7.3,5,0,1.7,3,4,2.0,1.0,No,Evening,485,5
30,6.4,5,0,0.2,1,1,1.0,1.0,No,Evening,419,5
36,8.2,3,0,0.6,2,3,1.0,1.0,No,Evening,409,5
25,7.9,3,0,0.6,2,1,1.0,1.0,No,Evening,420,5
29,8.8,4,0,0.2,5,5,2.0,1.0,No,Evening,488,5
28,8.0,6,1,1.5,3,3,2.0,1.0,No,Evening,587,5
20,7.6,3,0,0.2,3,4,2.0,1.0,No,Evening,522,5
21,6.4,5,0,1.3,4,3,1.0,1.0,No,Evening,484,5
39,8.8,5,1,0.2,2,2,1.0,1.0,No,Evening,378,5
17,9.0,7,2,1.7,2,1,1.0,1.0,No,Evening,568,5
37,7.8,5,1,0.8,4,1,1.0,1.0,No,Evening,378,5
32,6.8,7,2,0.7,4,2,2.0,1.0,No,Evening,377,5
19,5.7,4,1,1.7,5,1,1.0,1.0,No,Evening,366,5
29,7.6,5,0,0.9,4,2,1.0,1.0,No,Evening,418,5
25,7.3,7,2,1.3,2,2,2.0,1.0,No,Evening,591,5
18,7.1,4,0,1.9,2,3,1.0,1.0,No,Evening,589,5
40,7.9,4,0,0.4,3,2,1.0,1.0,No,Evening,382,5
18,7.9,5,1,1.7,4,5,2.0,1.0,No,Evening,477,5
30,7.2,6,0,0.2,1,2,1.0,1.0,No,Evening,440,5
21,5.4,6,0,0.6,4,1,1.0,1.0,No,Evening,575,5
32,6.3,5,1,1.2,1,4,2.0,1.0,No,Evening,515,5
27,5.6,5,0,1.5,5,2,1.0,1.0,No,Evening,550,5
37,8.6,7,0,1.5,4,1,1.0,1.0,No,Evening,381,5
35,5.4,4,0,1.6,3,5,2.0,1.0,No,Evening,499,5
39,6.4,6,0,1.2,1,5,2.0,1.0,No,Evening,575,5
26,6.9,3,0,0.9,3,5,2.0,1.0,No,Evening,556,5
40,8.2,3,0,0.5,2,2,1.0,1.0,No,Evening,568,5
19,5.6,3,0,1.1,2,1,1.0,1.0,No,Evening,412,5
21,7.1,3,0,1.8,5,5,2.0,1.0,No,Evening,573,5
16,5.8,3,0,0.9,2,5,2.0,1.0,No,Evening,395,5
35,6.7,3,0,1.9,1,4,2.0,1.0,No,Evening,565,5
38,8.8,4,1,1.7,3,3,2.0,1.0,No,Evening,476,5
31,6.6,4,1,1.5,3,2,1.0,1.0,No,Evening,423,5
30,7.6,6,0,0.5,2,4,2.0,1.0,No,Evening,575,5
32,8.1,7,0,1.6,1,3,1.0,1.0,No,Evening,500,5
23,7.1,6,0,2.0,1,5,2.0,1.0,No,Evening,532,5
27,8.7,5,0,1.4,3,1,1.0,1.0,No,Evening,413,5
37,8.6,7,1,0.6,3,3,2.0,1.0,No,Evening,470,5
36,6.4,5,0,1.1,5,4,2.0,1.0,No,Evening,405,5
25,8.4,7,2,1.6,3,1,1.0,1.0,No,Evening,554,5
